event_time;symbol;kline_start_time;kline_Close_Time;open_price;close_price;high_price;low_price;base_asset_volume;number_of_trades;quote_asset_volume;taker_buy_base_asset_volume;taker_buy_quote_asset_volume
2021-04-11 00:00:00.000;BTCEUR;2021-04-10 23:00:00.000;2021-04-10 23:59:59.999;49210.29000000;49696.80000000;49773.65000000;49118.94000000;131.65500200;10349;6523831.42255688;64.14124200;3178085.17034886
2021-04-11 01:00:00.000;BTCEUR;2021-04-11 00:00:00.000;2021-04-11 00:59:59.999;49702.05000000;49617.16000000;49887.91000000;49615.92000000;78.16744800;7094;3891948.39014663;40.72159300;2027590.75748294
2021-04-11 02:00:00.000;BTCEUR;2021-04-11 01:00:00.000;2021-04-11 01:59:59.999;49620.12000000;50161.53000000;50213.10000000;49620.12000000;72.03957100;7133;3601893.05434224;36.72009900;1835577.03480359
2021-04-11 03:00:00.000;BTCEUR;2021-04-11 02:00:00.000;2021-04-11 02:59:59.999;50175.89000000;50287.28000000;50500.00000000;50020.28000000;127.64036100;9646;6423191.20269353;70.64574600;3554874.69637201
2021-04-11 04:00:00.000;BTCEUR;2021-04-11 03:00:00.000;2021-04-11 03:59:59.999;50280.60000000;50586.20000000;50586.20000000;50164.38000000;60.90391600;5279;3066168.97216823;37.66979100;1897300.31605759
2021-04-11 05:00:00.000;BTCEUR;2021-04-11 04:00:00.000;2021-04-11 04:59:59.999;50586.19000000;50506.03000000;50586.19000000;50263.15000000;33.17532800;3720;1672111.52663320;18.73769100;944294.28767205
2021-04-11 06:00:00.000;BTCEUR;2021-04-11 05:00:00.000;2021-04-11 05:59:59.999;50509.81000000;50270.03000000;50633.66000000;50202.41000000;48.24059400;4492;2431940.41430096;28.46943000;1435862.44652218
2021-04-11 07:00:00.000;BTCEUR;2021-04-11 06:00:00.000;2021-04-11 06:59:59.999;50269.43000000;50051.19000000;50317.08000000;49951.26000000;54.50796800;4485;2732813.80428491;24.38159800;1222452.78577429
2021-04-11 08:00:00.000;BTCEUR;2021-04-11 07:00:00.000;2021-04-11 07:59:59.999;50051.20000000;49909.67000000;50135.22000000;49802.00000000;71.52365800;5610;3573132.07028424;36.82592900;1839724.25250904
2021-04-11 09:00:00.000;BTCEUR;2021-04-11 08:00:00.000;2021-04-11 08:59:59.999;49910.82000000;50037.23000000;50145.00000000;49670.00000000;90.85006700;7457;4531904.99825432;46.77877600;2334128.31285702
2021-04-11 10:00:00.000;BTCEUR;2021-04-11 09:00:00.000;2021-04-11 09:59:59.999;50041.20000000;50012.24000000;50088.88000000;49792.16000000;55.80764800;6627;2789604.06857695;28.42901300;1421064.29812911
2021-04-11 11:00:00.000;BTCEUR;2021-04-11 10:00:00.000;2021-04-11 10:59:59.999;50012.24000000;50271.57000000;50418.01000000;50012.23000000;69.71940000;7913;3503536.94748132;41.95578100;2108666.30489883
2021-04-11 12:00:00.000;BTCEUR;2021-04-11 11:00:00.000;2021-04-11 11:59:59.999;50271.60000000;50103.88000000;50331.23000000;49899.50000000;86.31643700;9008;4322136.68036668;45.08143400;2257360.74092232
2021-04-11 13:00:00.000;BTCEUR;2021-04-11 12:00:00.000;2021-04-11 12:59:59.999;50098.61000000;50034.69000000;50287.09000000;49950.21000000;82.42546600;8886;4129088.86592162;38.65118900;1936353.73801796
2021-04-11 14:00:00.000;BTCEUR;2021-04-11 13:00:00.000;2021-04-11 13:59:59.999;50033.89000000;50105.32000000;50227.16000000;49900.00000000;92.64843600;8934;4638653.27630235;47.14694400;2360919.04860694
2021-04-11 15:00:00.000;BTCEUR;2021-04-11 14:00:00.000;2021-04-11 14:59:59.999;50108.68000000;50032.19000000;50178.41000000;49809.60000000;90.82854800;9593;4538629.57735119;40.27564700;2012068.68090506
2021-04-11 16:00:00.000;BTCEUR;2021-04-11 15:00:00.000;2021-04-11 15:59:59.999;50035.93000000;49782.87000000;50053.89000000;49671.03000000;100.40023200;9116;5005693.11615748;43.94298300;2191138.16581898
2021-04-11 17:00:00.000;BTCEUR;2021-04-11 16:00:00.000;2021-04-11 16:59:59.999;49782.87000000;49999.83000000;50022.05000000;49717.48000000;86.41244500;8424;4310827.72839445;41.96829400;2093431.80337666
2021-04-11 18:00:00.000;BTCEUR;2021-04-11 17:00:00.000;2021-04-11 17:59:59.999;50000.94000000;49959.80000000;50147.00000000;49948.72000000;72.00115500;8677;3604357.54278314;32.94566800;1649532.27608876
2021-04-11 19:00:00.000;BTCEUR;2021-04-11 18:00:00.000;2021-04-11 18:59:59.999;49960.34000000;49997.70000000;50072.02000000;49862.18000000;66.90626200;10164;3343757.61722164;37.76189700;1887221.90297943
